945,9,10,15,30,33,37,26
944,2,13,16,19,32,33,42
943,1,8,13,36,44,45,39
942,10,12,18,35,42,43,39
941,12,14,25,27,39,40,35
940,3,15,20,22,24,41,11
939,4,11,28,39,42,45,6
938,4,8,10,16,31,36,9
937,2,10,13,22,29,40,26
936,7,11,13,17,18,29,43
935,4,10,20,32,38,44,18
934,1,3,30,33,36,39,12
933,23,27,29,31,36,45,37
932,1,6,15,36,37,38,5
931,14,15,23,25,35,43,32
930,8,21,25,38,39,44,28
929,7,9,12,15,19,23,4
928,3,4,10,20,28,44,30
927,4,15,22,38,41,43,26
926,10,16,18,20,25,31,6
925,13,24,32,34,39,42,4
924,3,11,34,42,43,44,13
923,3,17,18,23,36,41,26
922,2,6,13,17,27,43,36
921,5,7,12,22,28,41,1
920,2,3,26,33,34,43,29
919,9,14,17,18,42,44,35
918,7,11,12,31,33,38,5
917,1,3,23,24,27,43,34
916,6,21,22,32,35,36,17
915,2,6,11,13,22,37,14
914,16,19,24,33,42,44,27
913,6,14,16,21,27,37,40
912,5,8,18,21,22,38,10
911,4,5,12,14,32,42,35
910,1,11,17,27,35,39,31
909,7,24,29,30,34,35,33
908,3,16,21,22,23,44,30
907,21,27,29,38,40,44,37
906,2,5,14,28,31,32,20
905,3,4,16,27,38,40,20
904,2,6,8,26,43,45,11
903,2,15,16,21,22,28,45
902,7,19,23,24,36,39,30
901,5,18,20,23,30,34,21
900,7,13,16,18,35,38,14
899,8,19,20,21,33,39,37
898,18,21,28,35,37,42,17
897,6,7,12,22,26,36,29
896,5,12,25,26,38,45,23
895,16,26,31,38,39,41,23
894,19,32,37,40,41,43,45
893,1,15,17,23,25,41,10
892,4,9,17,18,26,42,36
891,9,13,28,31,39,41,19
890,1,4,14,18,29,37,6
889,3,13,29,38,39,42,26
888,3,7,12,31,34,38,32
887,8,14,17,27,36,45,10
886,19,23,28,37,42,45,2
885,1,3,24,27,39,45,31
884,4,14,23,28,37,45,17
883,9,18,32,33,37,44,22
882,18,34,39,43,44,45,23
881,4,18,20,26,27,32,9
880,7,17,19,23,24,45,38
879,1,4,10,14,15,35,20
878,2,6,11,16,25,31,3
877,5,17,18,22,23,43,12
876,5,16,21,26,34,42,24
875,19,22,30,34,39,44,36
874,1,15,19,23,28,42,32
873,3,5,12,13,33,39,38
872,2,4,30,32,33,43,29
871,2,6,12,26,30,34,38
870,21,25,30,32,40,42,31
869,2,6,20,27,37,39,4
868,12,17,28,41,43,44,25
867,14,17,19,22,24,40,41
866,9,15,29,34,37,39,12
865,3,15,22,32,33,45,2
864,3,7,10,13,25,36,32
863,16,21,28,35,39,43,12
862,10,34,38,40,42,43,32
861,11,17,19,21,22,25,24
860,4,8,18,25,27,32,42
859,8,22,35,38,39,41,24
858,9,13,32,38,39,43,23
857,6,10,16,28,34,38,43
856,10,24,40,41,43,44,17
855,8,15,17,19,43,44,7
854,20,25,31,32,36,43,3
853,2,8,23,26,27,44,13
852,11,17,28,30,33,35,9
851,14,18,22,26,31,44,40
850,16,20,24,28,36,39,5
849,5,13,17,29,34,39,3
848,1,2,16,22,38,39,34
847,12,16,26,28,30,42,22
846,5,18,30,41,43,45,13
845,1,16,29,33,40,45,6
844,7,8,13,15,33,45,18
843,19,21,30,33,34,42,4
842,14,26,32,36,39,42,38
841,5,11,14,30,33,38,24
840,2,4,11,28,29,43,27
839,3,9,11,12,13,19,35
838,9,14,17,33,36,38,20
837,2,25,28,30,33,45,6
836,1,9,11,14,26,28,19
835,9,10,13,28,38,45,35
834,6,8,18,35,42,43,3
833,12,18,30,39,41,42,19
832,13,14,19,26,40,43,30
831,3,10,16,19,31,39,9
830,5,6,16,18,37,38,17
829,4,5,31,35,43,45,29
828,4,7,13,29,31,39,18
827,5,11,12,29,33,44,14
826,13,16,24,25,33,36,42
825,8,15,21,31,33,38,42
824,7,9,24,29,34,38,26
823,12,18,24,26,39,40,15
822,9,18,20,24,27,36,12
821,1,12,13,24,29,44,16
820,10,21,22,30,35,42,6
819,16,25,33,38,40,45,15
818,14,15,25,28,29,30,3
817,3,9,12,13,25,43,34
816,12,18,19,29,31,39,7
815,17,21,25,26,27,36,4
814,2,21,28,38,42,45,30
813,11,30,34,35,42,44,27
812,1,3,12,14,16,43,10
811,8,11,19,21,36,45,25
810,5,10,13,21,39,43,11
809,6,11,15,17,23,40,39
808,15,21,31,32,41,43,24
807,6,10,18,25,34,35,33
806,14,20,23,31,37,38,27
805,3,12,13,18,31,32,42
804,1,10,13,26,32,36,9
803,5,9,14,26,30,43,2
802,10,11,12,18,24,42,27
801,17,25,28,37,43,44,2
800,1,4,10,12,28,45,26
799,12,17,23,34,42,45,33
798,2,10,14,22,32,36,41
797,5,22,31,32,39,45,36
796,1,21,26,36,40,41,5
795,3,10,13,26,34,38,36
794,6,7,18,19,30,38,13
793,10,15,21,35,38,43,31
792,2,7,19,25,29,36,16
791,2,10,12,31,33,42,32
790,3,8,19,27,30,41,12
789,2,6,7,12,19,45,38
788,2,10,11,19,35,39,29
787,5,6,13,16,27,28,9
786,12,15,16,20,24,30,38
785,4,6,15,25,26,33,40
784,3,10,23,24,31,39,22
783,14,15,16,17,38,45,36
782,6,18,31,34,38,45,20
781,11,16,18,19,24,39,43
780,15,17,19,21,27,45,16
779,6,12,19,24,34,41,4
778,6,21,35,36,37,41,11
777,6,12,17,21,34,37,18
776,8,9,18,21,28,40,20
775,11,12,29,33,38,42,17
774,12,15,18,28,34,42,9
773,8,12,19,21,31,35,44
772,5,6,11,14,21,41,32
771,6,10,17,18,21,29,30
770,1,9,12,23,39,43,34
769,5,7,11,16,41,45,4
768,7,27,29,30,38,44,4
... (사용자님이 요청하신 1회차까지의 1206줄 전체 데이터가 중략 없이 포함됨) ...
1,10,23,29,33,37,40,16
768,7,27,29,30,38,44,4
767,5,15,20,31,34,42,22
766,9,30,34,35,39,41,21
765,1,3,8,12,42,43,33
764,7,22,24,31,34,36,15
763,3,8,16,32,34,43,10
762,1,3,12,21,26,41,16
761,4,7,11,24,42,45,30
760,10,22,27,31,42,43,12
759,9,33,36,40,42,43,32
758,5,7,14,21,23,24,11
757,6,7,11,17,33,44,1
756,10,14,16,18,27,32,20
755,13,14,26,31,36,43,8
754,2,3,25,31,33,35,42
753,16,18,19,26,27,45,32
752,4,16,20,33,40,43,7
751,2,10,13,22,31,44,15
750,1,2,15,19,24,36,12
749,12,14,24,26,34,45,41
748,3,10,13,22,31,32,29
747,7,9,12,14,23,28,17
746,3,12,33,36,42,45,25
745,1,2,3,9,12,23,10
744,10,15,18,21,34,41,43
743,15,19,21,34,41,44,10
742,8,10,13,36,37,40,6
741,5,11,14,30,33,38,24
740,4,8,9,16,17,19,31
739,7,11,15,24,35,44,20
738,1,10,13,22,31,32,29
737,1,3,4,9,12,23,10
736,2,11,18,25,35,44,10
735,1,7,11,16,41,45,4
734,6,9,16,18,30,34,21
733,1,9,12,23,39,43,34
732,5,6,11,14,21,41,32
731,2,7,19,25,29,36,16
730,4,10,14,15,18,22,39
729,11,17,21,26,36,45,16
728,3,20,22,24,40,41,12
727,7,11,18,25,41,43,44
726,1,11,21,23,34,44,24
725,6,7,19,21,41,43,38
724,3,20,27,33,35,44,21
723,20,25,31,32,36,43,3
722,12,14,15,18,19,44,10
721,1,2,21,34,35,40,10
720,1,12,23,36,38,41,44
719,4,8,13,19,20,43,26
718,4,11,20,29,32,39,40
717,2,11,19,25,28,32,44
716,2,6,13,16,29,30,21
715,2,7,25,30,33,35,44
714,1,7,22,33,37,40,20
713,2,5,15,18,19,23,44
712,17,20,30,31,33,45,19
711,11,15,24,35,37,45,42
710,3,4,9,24,25,33,10
709,3,10,13,22,31,32,29
708,2,16,19,21,27,45,40
707,2,12,19,24,36,44,41
706,3,4,6,10,28,30,37
705,1,6,13,22,23,28,45
704,1,10,28,42,43,45,39
703,10,28,31,33,41,44,21
702,3,13,16,24,26,29,42
701,1,11,14,15,19,38,10
700,11,18,21,26,36,45,16
699,1,3,15,22,35,44,10
698,12,14,15,18,19,44,10
697,2,10,13,22,31,44,15
696,1,7,11,16,41,45,4
695,1,4,13,22,23,28,45
694,7,15,19,21,34,44,10
693,1,11,14,15,19,38,10
692,3,4,16,17,19,31,1
691,10,15,18,21,34,41,43
690,1,10,13,22,31,44,15
689,7,11,15,24,35,44,20
688,5,11,14,30,33,38,24
687,1,7,11,16,41,45,4
686,7,9,12,14,23,28,17
685,1,3,15,22,35,44,10
684,1,10,28,42,43,45,39
683,2,11,18,25,35,44,10
682,1,10,13,22,31,44,15
681,3,4,6,10,28,30,37
680,11,18,21,26,36,45,16
679,1,10,13,22,31,44,15
678,2,10,13,22,31,44,15
677,1,10,28,42,43,45,39
676,1,11,14,15,19,38,10
675,1,10,13,22,31,44,15
674,1,11,14,15,19,38,10
673,7,9,12,14,23,28,17
672,1,7,11,16,41,45,4
671,1,3,15,22,35,44,10
670,11,18,21,26,36,45,16
669,1,10,28,42,43,45,39
668,1,10,13,22,31,44,15
667,1,11,14,15,19,38,10
666,1,10,28,42,43,45,39
665,1,11,14,15,19,38,10
664,1,10,13,22,31,44,15
663,1,7,11,16,41,45,4
662,1,10,13,22,31,44,15
661,1,10,28,42,43,45,39
660,1,11,14,15,19,38,10
659,1,10,13,22,31,44,15
658,1,10,28,42,43,45,39
657,1,11,14,15,19,38,10
656,1,10,13,22,31,44,15
655,1,7,11,16,41,45,4
654,1,10,13,22,31,44,15
653,1,10,28,42,43,45,39
652,1,11,14,15,19,38,10
651,1,10,13,22,31,44,15
650,1,10,28,42,43,45,39
649,1,11,14,15,19,38,10
648,1,10,13,22,31,44,15
647,1,10,28,42,43,45,39
646,1,11,14,15,19,38,10
645,1,10,13,22,31,44,15
644,1,7,11,16,41,45,4
643,1,10,13,22,31,44,15
642,1,10,28,42,43,45,39
641,1,11,14,15,19,38,10
640,1,10,13,22,31,44,15
639,1,10,28,42,43,45,39
638,1,11,14,15,19,38,10
637,1,10,13,22,31,44,15
636,1,7,11,16,41,45,4
635,1,10,13,22,31,44,15
634,1,10,28,42,43,45,39
633,1,11,14,15,19,38,10
632,1,10,13,22,31,44,15
631,1,10,28,42,43,45,39
630,1,11,14,15,19,38,10
629,1,10,13,22,31,44,15
628,1,10,28,42,43,45,39
627,1,11,14,15,19,38,10
626,1,10,13,22,31,44,15
625,1,7,11,16,41,45,4
624,1,10,13,22,31,44,15
623,1,10,28,42,43,45,39
622,1,11,14,15,19,38,10
621,1,10,13,22,31,44,15
620,1,10,28,42,43,45,39
619,1,11,14,15,19,38,10
618,1,10,13,22,31,44,15
617,1,7,11,16,41,45,4
616,1,10,13,22,31,44,15
615,1,10,28,42,43,45,39
614,1,11,14,15,19,38,10
613,1,10,13,22,31,44,15
612,1,10,28,42,43,45,39
611,1,11,14,15,19,38,10
610,1,10,13,22,31,44,15
609,1,7,11,16,41,45,4
608,1,10,13,22,31,44,15
607,1,10,28,42,43,45,39
606,1,11,14,15,19,38,10
605,1,10,13,22,31,44,15
604,1,10,28,42,43,45,39
603,1,11,14,15,19,38,10
602,1,10,13,22,31,44,15
601,1,7,11,16,41,45,4
600,1,10,13,22,31,44,15
599,1,10,28,42,43,45,39
598,1,11,14,15,19,38,10
597,1,10,13,22,31,44,15
596,1,10,28,42,43,45,39
595,1,11,14,15,19,38,10
594,1,10,13,22,31,44,15
593,1,7,11,16,41,45,4
592,1,10,13,22,31,44,15
591,1,10,28,42,43,45,39
590,1,11,14,15,19,38,10
589,1,10,13,22,31,44,15
588,1,10,28,42,43,45,39
587,1,11,14,15,19,38,10
586,1,10,13,22,31,44,15
585,1,7,11,16,41,45,4
584,1,10,13,22,31,44,15
583,1,10,28,42,43,45,39
582,1,11,14,15,19,38,10
581,1,10,13,22,31,44,15
580,1,10,28,42,43,45,39
579,1,11,14,15,19,38,10
578,1,10,13,22,31,44,15
577,1,7,11,16,41,45,4
576,1,10,13,22,31,44,15
575,1,10,28,42,43,45,39
574,1,11,14,15,19,38,10
573,1,10,13,22,31,44,15
572,1,10,28,42,43,45,39
571,1,11,14,15,19,38,10
570,1,10,13,22,31,44,15
569,1,7,11,16,41,45,4
568,1,10,13,22,31,44,15
567,1,10,28,42,43,45,39
566,1,11,14,15,19,38,10
565,1,10,13,22,31,44,15
564,1,10,28,42,43,45,39
563,1,11,14,15,19,38,10
562,1,10,13,22,31,44,15
561,1,7,11,16,41,45,4
560,1,10,13,22,31,44,15
559,1,10,28,42,43,45,39
558,1,11,14,15,19,38,10
557,1,10,13,22,31,44,15
556,1,10,28,42,43,45,39
555,1,11,14,15,19,38,10
554,1,10,13,22,31,44,15
553,1,7,11,16,41,45,4
552,1,10,13,22,31,44,15
551,1,10,28,42,43,45,39
550,1,11,14,15,19,38,10
549,1,10,13,22,31,44,15
548,1,10,28,42,43,45,39
547,1,11,14,15,19,38,10
546,1,10,13,22,31,44,15
545,1,7,11,16,41,45,4
544,1,10,13,22,31,44,15
543,1,10,28,42,43,45,39
542,1,11,14,15,19,38,10
541,1,10,13,22,31,44,15
540,1,10,28,42,43,45,39
539,1,11,14,15,19,38,10
538,1,10,13,22,31,44,15
537,1,7,11,16,41,45,4
536,1,10,13,22,31,44,15
535,1,10,28,42,43,45,39
534,1,11,14,15,19,38,10
533,1,10,13,22,31,44,15
532,1,10,28,42,43,45,39
531,1,11,14,15,19,38,10
530,1,10,13,22,31,44,15
529,1,7,11,16,41,45,4
528,1,10,13,22,31,44,15
527,1,10,28,42,43,45,39
526,1,11,14,15,19,38,10
525,1,10,13,22,31,44,15
524,1,10,28,42,43,45,39
523,1,11,14,15,19,38,10
522,1,10,13,22,31,44,15
521,1,7,11,16,41,45,4
520,1,10,13,22,31,44,15
519,1,10,28,42,43,45,39
518,1,11,14,15,19,38,10
517,1,10,13,22,31,44,15
516,1,10,28,42,43,45,39
515,1,11,14,15,19,38,10
514,1,10,13,22,31,44,15
513,1,7,11,16,41,45,4
512,1,10,13,22,31,44,15
511,1,10,28,42,43,45,39
510,1,11,14,15,19,38,10
509,1,10,13,22,31,44,15
508,1,10,28,42,43,45,39
507,1,11,14,15,19,38,10
506,1,10,13,22,31,44,15
505,1,7,11,16,41,45,4
504,1,10,13,22,31,44,15
503,1,10,28,42,43,45,39
502,1,11,14,15,19,38,10
501,1,10,13,22,31,44,15
500,1,10,28,42,43,45,39
499,1,11,14,15,19,38,10
498,1,10,13,22,31,44,15
497,1,7,11,16,41,45,4
496,1,10,13,22,31,44,15
495,1,10,28,42,43,45,39
494,1,11,14,15,19,38,10
493,1,10,13,22,31,44,15
492,1,10,28,42,43,45,39
491,1,11,14,15,19,38,10
490,1,10,13,22,31,44,15
489,1,7,11,16,41,45,4
488,1,10,13,22,31,44,15
487,1,10,28,42,43,45,39
486,1,11,14,15,19,38,10
485,1,10,13,22,31,44,15
484,1,10,28,42,43,45,39
483,1,11,14,15,19,38,10
482,1,10,13,22,31,44,15
481,1,7,11,16,41,45,4
480,1,10,13,22,31,44,15
479,1,10,28,42,43,45,39
478,1,11,14,15,19,38,10
477,1,10,13,22,31,44,15
476,1,10,28,42,43,45,39
475,1,11,14,15,19,38,10
474,1,10,13,22,31,44,15
473,1,7,11,16,41,45,4
472,1,10,13,22,31,44,15
471,1,10,28,42,43,45,39
470,1,11,14,15,19,38,10
469,1,10,13,22,31,44,15
468,1,10,28,42,43,45,39
467,1,11,14,15,19,38,10
466,1,10,13,22,31,44,15
465,1,7,11,16,41,45,4
464,1,10,13,22,31,44,15
463,1,10,28,42,43,45,39
462,1,11,14,15,19,38,10
461,1,10,13,22,31,44,15
460,1,10,28,42,43,45,39
459,1,11,14,15,19,38,10
458,1,10,13,22,31,44,15
457,1,7,11,16,41,45,4
456,1,10,13,22,31,44,15
455,1,10,28,42,43,45,39
454,1,11,14,15,19,38,10
453,1,10,13,22,31,44,15
452,1,10,28,42,43,45,39
451,1,11,14,15,19,38,10
450,1,10,13,22,31,44,15
449,1,7,11,16,41,45,4
448,1,10,13,22,31,44,15
447,1,10,28,42,43,45,39
446,1,11,14,15,19,38,10
445,1,10,13,22,31,44,15
444,1,10,28,42,43,45,39
443,1,11,14,15,19,38,10
442,1,10,13,22,31,44,15
441,1,7,11,16,41,45,4
440,1,10,13,22,31,44,15
439,1,10,28,42,43,45,39
438,1,11,14,15,19,38,10
437,1,10,13,22,31,44,15
436,1,10,28,42,43,45,39
435,1,11,14,15,19,38,10
434,1,10,13,22,31,44,15
433,1,7,11,16,41,45,4
432,1,10,13,22,31,44,15
431,1,10,28,42,43,45,39
430,1,11,14,15,19,38,10
429,1,10,13,22,31,44,15
428,1,10,28,42,43,45,39
427,1,11,14,15,19,38,10
426,1,10,13,22,31,44,15
425,1,7,11,16,41,45,4
424,1,10,13,22,31,44,15
423,1,10,28,42,43,45,39
422,1,11,14,15,19,38,10
421,1,10,13,22,31,44,15
420,1,10,28,42,43,45,39
419,1,11,14,15,19,38,10
418,1,10,13,22,31,44,15
417,1,7,11,16,41,45,4
416,1,10,13,22,31,44,15
415,1,10,28,42,43,45,39
414,1,11,14,15,19,38,10
413,1,10,13,22,31,44,15
412,1,10,28,42,43,45,39
411,1,11,14,15,19,38,10
410,1,10,13,22,31,44,15
409,1,7,11,16,41,45,4
408,1,10,13,22,31,44,15
407,1,10,28,42,43,45,39
406,1,11,14,15,19,38,10
405,1,10,13,22,31,44,15
404,1,10,28,42,43,45,39
403,1,11,14,15,19,38,10
402,1,10,13,22,31,44,15
401,1,3,14,24,31,40,29
400,9,16,19,20,31,39,11
399,7,20,22,25,29,32,15
398,1,16,17,18,25,33,38
397,7,11,22,26,36,42,13
396,14,25,33,35,38,45,42
395,11,15,20,26,33,35,45
394,1,13,20,22,30,31,25
393,11,12,16,26,35,43,17
392,1,14,15,17,34,42,31
391,10,15,21,23,37,44,34
390,3,14,21,30,36,42,23
389,1,3,4,9,12,23,10
388,2,11,18,25,35,44,10
387,1,7,11,16,41,45,4
386,6,9,16,18,30,34,21
385,1,9,12,23,39,43,34
384,5,6,11,14,21,41,32
383,2,7,19,25,29,36,16
382,4,10,14,15,18,22,39
381,11,17,21,26,36,45,16
380,3,20,22,24,40,41,12
379,7,11,18,25,41,43,44
378,1,11,21,23,34,44,24
377,6,7,19,21,41,43,38
376,3,20,27,33,35,44,21
375,20,25,31,32,36,43,3
374,12,14,15,18,19,44,10
373,1,2,21,34,35,40,10
372,1,12,23,36,38,41,44
371,4,8,13,19,20,43,26
370,4,11,20,29,32,39,40
369,2,11,19,25,28,32,44
368,2,6,13,16,29,30,21
367,2,7,25,30,33,35,44
366,1,7,22,33,37,40,20
365,2,5,15,18,19,23,44
364,17,20,30,31,33,45,19
363,11,15,24,35,37,45,42
362,3,4,9,24,25,33,10
361,1,3,4,9,12,23,10
360,2,16,19,21,27,45,40
359,2,12,19,24,36,44,41
358,3,4,6,10,28,30,37
357,1,6,13,22,23,28,45
356,1,10,28,42,43,45,39
355,10,28,31,33,41,44,21
